province_id,province_name,history_file,definition_status,current_owner,tribal_owner,dated_1444_owner,dated_owner_date,proposed_owner,country_name,category,status,confidence,authority_type,culture,religion,native_size,longitude,latitude,land_luma_ratio,source_url,source_note,reviewer,review_date
2274,Agades,2274 - Air.txt,x,AIR,,,,AIR,Air,existing_owner,existing,source_explicit,state_or_polity,tuareg,sunni,40,7.61881,16.85434,1.000000,,Existing top-level owner in the imported province history.,,
2275,Tenere,2275 - Tenere.txt,x,AIR,,,,AIR,Air,existing_owner,existing,source_explicit,state_or_polity,tuareg,sunni,40,9.77112,17.98347,1.000000,,Existing top-level owner in the imported province history.,,
2276,Itesan,2276 - Itesan.txt,x,AIR,,,,AIR,Air,existing_owner,existing,source_explicit,state_or_polity,tuareg,sunni,40,7.45359,14.07293,1.000000,,Existing top-level owner in the imported province history.,,
2277,Kawar,2277 - Kawar.txt,x,AIR,,,,AIR,Air,existing_owner,existing,source_explicit,state_or_polity,tuareg,sunni,40,11.64578,15.77611,1.000000,,Existing top-level owner in the imported province history.,,
2278,Kebbi,2278 - Kebbi.txt,x,ZZZ,,,,ZZZ,Zazzau,existing_owner,existing,source_explicit,state_or_polity,hausa,shamanism,40,3.76143,10.60470,1.000000,,Existing top-level owner in the imported province history.,,
2279,Daura,2279 - Daura.txt,x,KTS,,,,KTS,Katsina,existing_owner,existing,source_explicit,state_or_polity,hausa,sunni,40,7.69391,12.11299,1.000000,,Existing top-level owner in the imported province history.,,
2280,Biram,2280 - Biram.txt,x,KAN,,,,KAN,Kano,existing_owner,existing,source_explicit,state_or_polity,hausa,sunni,,9.29989,9.97575,1.000000,,Existing top-level owner in the imported province history.,,
2281,Rano,2281 - Rano.txt,x,KAN,,,,KAN,Kano,existing_owner,existing,source_explicit,state_or_polity,hausa,sunni,,8.33853,8.25660,1.000000,,Existing top-level owner in the imported province history.,,
2282,Muniyo,2282 - Muniyo.txt,x,KBO,,,,KBO,KanemBornu,existing_owner,existing,source_explicit,state_or_polity,kanuri,sunni,40,10.14256,11.71484,1.000000,,Existing top-level owner in the imported province history.,,
2283,Bedde,2283 - Bedde.txt,x,KBO,,,,KBO,KanemBornu,existing_owner,existing,source_explicit,state_or_polity,kanuri,sunni,40,10.75459,9.71291,1.000000,,Existing top-level owner in the imported province history.,,
2284,Manga,2284 - Manga.txt,x,KBO,,,,KBO,KanemBornu,existing_owner,existing,source_explicit,state_or_polity,kanuri,sunni,40,11.45413,12.90418,0.993578,,Existing top-level owner in the imported province history.,,
2285,Marghi,2285 - Marghi.txt,x,KBO,,,,KBO,KanemBornu,existing_owner,existing,source_explicit,state_or_polity,kanuri,shamanism,40,11.61800,7.98946,1.000000,,Existing top-level owner in the imported province history.,,
2286,Logone,2286 - Logone.txt,x,YAO,,,,YAO,Yao,existing_owner,existing,source_explicit,state_or_polity,kanuri,shamanism,,14.31503,8.83076,1.000000,,Existing top-level owner in the imported province history.,,
2287,Kotoko,2287 - Kotoko.txt,x,YAO,,,,YAO,Yao,existing_owner,existing,source_explicit,state_or_polity,kanuri,sunni,,14.11846,10.18074,1.000000,,Existing top-level owner in the imported province history.,,
2288,Yao,2288 - Yao.txt,x,YAO,,,,YAO,Yao,existing_owner,existing,source_explicit,state_or_polity,bilala,sunni,,16.68140,12.30089,1.000000,,Existing top-level owner in the imported province history.,,
2289,Ondo,2289 - Ondo.txt,x,BEN,,,,BEN,Benin,existing_owner,existing,source_explicit,state_or_polity,yorumba,shamanism,40,5.57481,3.92786,1.000000,,Existing top-level owner in the imported province history.,,
2290,Ijebu,2290 - Ijebu.txt,x,BEN,,,,BEN,Benin,existing_owner,existing,source_explicit,state_or_polity,yorumba,shamanism,40,3.18649,3.88922,1.000000,,Existing top-level owner in the imported province history.,,
2291,Ketu,2291 - Ketu.txt,x,OYO,,,,OYO,Oyo,existing_owner,existing,source_explicit,state_or_polity,yorumba,shamanism,40,2.11079,5.25583,1.000000,,Existing top-level owner in the imported province history.,,
2292,Moshi,2292 - Moshi.txt,x,OYO,,,,OYO,Oyo,existing_owner,existing,source_explicit,state_or_polity,yorumba,shamanism,40,2.64053,7.19589,1.000000,,Existing top-level owner in the imported province history.,,
2293,Yawuri,2293 - Yawuri.txt,x,ZZZ,,,,ZZZ,Zazzau,existing_owner,existing,source_explicit,state_or_polity,hausa,shamanism,,4.75259,8.29752,1.000000,,Existing top-level owner in the imported province history.,,
2294,Warri,2294 - Warri.txt,x,BEN,,,,BEN,Benin,existing_owner,existing,source_explicit,state_or_polity,yorumba,shamanism,40,5.45523,1.91359,1.000000,,Existing top-level owner in the imported province history.,,
2295,Atakora,2295 - Atakora.txt,x,DGB,,,,DGB,Dagbon,existing_owner,existing,source_explicit,state_or_polity,dagomba,shamanism,40,0.69883,6.96833,1.000000,,Existing top-level owner in the imported province history.,,
2296,Biga,2296 - Biga.txt,x,TUR,,,,TUR,Ottoman Empire,existing_owner,existing,source_explicit,state_or_polity,turkish,sunni,,26.43664,40.51127,0.978903,,Existing top-level owner in the imported province history.,,
2297,Saruhan,2297 - Saruhan.txt,x,TUR,,TUR,1425.1.1,TUR,Ottoman Empire,applied_documented_assignment,applied,source_explicit,state_or_polity,turkish,sunni,,27.15334,39.59195,1.000000,,Promoted from the imported 1425.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2298,Tekke,2298 - Tekke.txt,x,TUR,,TUR,1424.1.1,TUR,Ottoman Empire,existing_owner,existing,source_explicit,state_or_polity,turkish,sunni,,29.86398,37.41139,0.986607,,Existing top-level owner in the imported province history.,,
2299,Bolu,2299 - Bolu.txt,x,TUR,,,,TUR,Ottoman Empire,existing_owner,existing,source_explicit,state_or_polity,turkish,sunni,,31.19566,41.67354,0.996479,,Existing top-level owner in the imported province history.,,
2300,Bozok,2300 - Bozok.txt,x,TUR,,,,TUR,Ottoman Empire,existing_owner,existing,source_explicit,state_or_polity,turkish,sunni,,34.49278,40.42217,1.000000,,Existing top-level owner in the imported province history.,,
2301,Kayseri,2301 - Kayseri.txt,x,KAR,,,,KAR,Karaman,existing_owner,existing,source_explicit,state_or_polity,turkish,sunni,,34.41851,39.00577,1.000000,,Existing top-level owner in the imported province history.,,
2302,Icel,2302 - Icel.txt,x,KAR,,,,KAR,Karaman,existing_owner,existing,source_explicit,state_or_polity,turkish,sunni,,32.32831,37.10827,0.995526,,Existing top-level owner in the imported province history.,,
2303,Malatya,2303 - Malatya.txt,x,DUL,,,,DUL,Dulkadir,existing_owner,existing,source_explicit,state_or_polity,turkish,shiite,,37.53870,38.64491,1.000000,,Existing top-level owner in the imported province history.,,
2304,Canik,2304 - Canik.txt,x,TUR,,TUR,1428.1.1,TUR,Ottoman Empire,applied_documented_assignment,applied,source_explicit,state_or_polity,pontic_greek,orthodox,,36.22087,41.73259,0.960452,,Promoted from the imported 1428.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2305,Erzincan,2305 - Erzincan.txt,x,AKK,,AKK,1402.1.1,AKK,Ak Koyunlu,applied_documented_assignment,applied,source_explicit,state_or_polity,armenian,coptic,,38.75515,39.95692,1.000000,,Promoted from the imported 1402.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2306,Mush,2306 - Mush.txt,x,AKK,,,,AKK,Ak Koyunlu,existing_owner,existing,source_explicit,state_or_polity,armenian,coptic,,40.60862,39.55148,1.000000,,Existing top-level owner in the imported province history.,,
2307,Van,2307 - Van.txt,x,BTL,,,,BTL,Bitlis,existing_owner,existing,source_explicit,state_or_polity,armenian,coptic,,42.88790,39.24416,1.000000,,Existing top-level owner in the imported province history.,,
2308,Urfa,2308 - Urfa.txt,x,AKK,,,,AKK,Ak Koyunlu,existing_owner,existing,source_explicit,state_or_polity,kurdish,sunni,,38.20931,37.69307,1.000000,,Existing top-level owner in the imported province history.,,
2309,Sinjar,2309 - Sinjar.txt,x,QAR,,,,QAR,Qara Koyunlu,existing_owner,existing,source_explicit,state_or_polity,al_iraqiya_arabic,sunni,,41.08330,36.36003,1.000000,,Existing top-level owner in the imported province history.,,
2310,Tikrit,2310 - Tikrit.txt,x,QAR,,QAR,1405.1.1,QAR,Qara Koyunlu,applied_documented_assignment,applied,source_explicit,state_or_polity,al_iraqiya_arabic,sunni,,42.79571,35.18575,1.000000,,Promoted from the imported 1405.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2311,Samawat,2311 - Samawah.txt,x,QAR,,,,QAR,Qara Koyunlu,existing_owner,existing,source_explicit,state_or_polity,al_iraqiya_arabic,shiite,,44.28367,31.80833,1.000000,,Existing top-level owner in the imported province history.,,
2312,Wasit,2312 - Wasit.txt,x,QAR,,,,QAR,Qara Koyunlu,existing_owner,existing,source_explicit,state_or_polity,al_iraqiya_arabic,sunni,,45.18471,32.44361,1.000000,,Existing top-level owner in the imported province history.,,
2313,Antioch,2313 - Antioch.txt,x,SYR,,,,SYR,Syria,existing_owner,existing,source_explicit,state_or_polity,al_suryah_arabic,sunni,,35.53512,36.83289,1.000000,,Existing top-level owner in the imported province history.,,
2314,Rahba,2314 - Rahba.txt,x,QAR,,QAR,1411.1.1,QAR,Qara Koyunlu,applied_documented_assignment,applied,source_explicit,state_or_polity,al_iraqiya_arabic,sunni,,40.11569,35.37077,1.000000,,Promoted from the imported 1411.1.1 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2315,Suez,2315 - Suez.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,31.95736,29.72040,0.994614,,Existing top-level owner in the imported province history.,,
2316,Al Gharbia,2316 - Al Gharbia.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,30.20156,30.65542,1.000000,,Existing top-level owner in the imported province history.,,
2317,Minya,2317 - Minya.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,30.08937,27.96312,1.000000,,Existing top-level owner in the imported province history.,,
2318,Bahariya,2318 - Bahiriya.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,28.32877,28.46703,1.000000,,Existing top-level owner in the imported province history.,,
2319,Manfalut,2319 - Manfalut.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,30.54447,27.01932,1.000000,,Existing top-level owner in the imported province history.,,
2320,Ras Gharib,2320 - Ras Gharib.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,32.52499,27.54053,0.964072,,Existing top-level owner in the imported province history.,,
2321,Queseer,2321 - Queseer.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,33.74718,24.91158,0.955912,,Existing top-level owner in the imported province history.,,
2322,Wadi Halfa,2322 - Wadi Halfa.txt,x,MAK,,,,MAK,Makuria,existing_owner,existing,source_explicit,state_or_polity,nubian,coptic,,30.88401,20.68129,1.000000,,Existing top-level owner in the imported province history.,,
2323,Sahra an Nubyah,2323 - Sahra an Nubyah.txt,x,BEJ,,,,BEJ,Beja,existing_owner,existing,source_explicit,state_or_polity,nubian,coptic,,33.50580,20.40292,1.000000,,Existing top-level owner in the imported province history.,,
2324,Halaib,2324 - Halaib.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,beja,sunni,,35.13904,21.65232,0.977560,,Existing top-level owner in the imported province history.,,
2325,Tarrana,2325 - Tarrana.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,26.22573,31.23742,0.994318,,Existing top-level owner in the imported province history.,,
2326,Bardiyah,2326 - Bardiyah.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,al_misr_arabic,sunni,,24.31540,31.48439,0.987520,,Existing top-level owner in the imported province history.,,
2327,Maan,2327 - Maan.txt,x,MAM,,,,MAM,Mameluks,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,35.70159,30.36105,1.000000,,Existing top-level owner in the imported province history.,,
2328,Tayma,2328 - Al Ula.txt,x,ANZ,,,,ANZ,Annizah,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,37.75384,27.03163,1.000000,,Existing top-level owner in the imported province history.,,
2329,Yanbu,2329 - Yanbu.txt,x,MDA,,,,MDA,Medina,existing_owner,existing,source_explicit,state_or_polity,hejazi_culture,sunni,,38.12432,23.31790,1.000000,,Existing top-level owner in the imported province history.,,
2330,Ma'din Sulaym,2330 - Ma'din Sulaym.txt,x,MDA,,,,MDA,Medina,existing_owner,existing,source_explicit,state_or_polity,hejazi_culture,sunni,,40.24272,23.64347,1.000000,,Existing top-level owner in the imported province history.,,
2331,Jeddah,2331 - Jeddah.txt,x,HED,,,,HED,The Hedjaz,existing_owner,existing,source_explicit,state_or_polity,hejazi_culture,sunni,,39.32470,20.20835,1.000000,,Existing top-level owner in the imported province history.,,
2332,Truba,2332 - Turubah.txt,x,HED,,,,HED,The Hedjaz,existing_owner,existing,source_explicit,state_or_polity,hejazi_culture,sunni,,41.49042,19.93974,1.000000,,Existing top-level owner in the imported province history.,,
2333,Abd al-Qays,2333 - Abd al-Qays.txt,x,ORM,,,,ORM,Ormuz,existing_owner,existing,source_explicit,state_or_polity,gulf_arabic,shiite,,50.72538,22.98019,0.998217,,Existing top-level owner in the imported province history.,,
2334,Badiyat ash Sham,2334 - Badiyat ash Sham.txt,x,,,,,,,reviewed_override,excluded,medium,impassable_or_non_playable_terrain,,,,41.83829,31.23686,1.000000,,"Retained as non-country terrain because the imported history has no owner, culture, religion, or population signal. This is a gameplay exclusion and does not claim the geographic area was literally uninhabited.",Codex terrain-exclusion pass,2026-07-10
2335,Dawasir,2335 - Dawasir.txt,x,DAW,,,,DAW,Dawasir,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,44.09140,18.94086,1.000000,,Existing top-level owner in the imported province history.,,
2336,Aflaj,2336 - Aflaj.txt,x,DAW,,,,DAW,Dawasir,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,45.75187,20.73180,1.000000,,Existing top-level owner in the imported province history.,,
2337,Buraydah,2337 - Buraydeh.txt,x,SHM,,,,SHM,Shammar,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,42.59998,25.32838,1.000000,,Existing top-level owner in the imported province history.,,
2338,Hafar,2338 - Hafar.txt,x,SHM,,,,SHM,Shammar,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,44.80824,27.63561,1.000000,,Existing top-level owner in the imported province history.,,
2339,Yabrin,2339 - Yabrin.txt,x,DAW,,,,DAW,Dawasir,existing_owner,existing,source_explicit,state_or_polity,bedouin_arabic,sunni,,48.56469,22.09144,1.000000,,Existing top-level owner in the imported province history.,,
2340,Grane,2340 - Grane.txt,x,ALH,,,,ALH,Haasa,existing_owner,existing,source_explicit,state_or_polity,gulf_arabic,sunni,,46.92370,28.94279,0.983806,,Existing top-level owner in the imported province history.,,
2341,Sharqiyah,2341 - Sharqiyah.txt,x,ORM,,,,ORM,Ormuz,existing_owner,existing,source_explicit,state_or_polity,omani_culture,ibadi,,57.04347,19.70941,0.974160,,Existing top-level owner in the imported province history.,,
2342,Wusta,2342 - Wusta.txt,x,MHR,,,,MHR,Mahra,existing_owner,existing,source_explicit,state_or_polity,mahri_culture,sunni,,55.57165,17.77411,0.984848,,Existing top-level owner in the imported province history.,,
2343,Hadramawt,2343 - Kathiri.txt,x,HDR,,,,HDR,Hadramut,existing_owner,existing,source_explicit,state_or_polity,yemeni_culture,sunni,,47.77491,14.47002,1.000000,,Existing top-level owner in the imported province history.,,
2344,Marib,2344 - Marib.txt,x,RAS,,,,RAS,Rassids,existing_owner,existing,source_explicit,state_or_polity,yemeni_culture,shiite,,44.97119,14.52778,1.000000,,Existing top-level owner in the imported province history.,,
2345,Beihan,2345 - Beihan.txt,x,ADE,,,,ADE,Aden,existing_owner,existing,source_explicit,state_or_polity,yemeni_culture,shiite,,45.65480,13.19603,1.000000,,Existing top-level owner in the imported province history.,,
2346,Jazan,2346 - Jazan.txt,x,MFL,,,,MFL,Mikhlaf,existing_owner,existing,source_explicit,state_or_polity,hejazi_culture,shiite,,41.70580,16.39269,0.994863,,Existing top-level owner in the imported province history.,,
2347,Hofuf,2347 - Hofuf.txt,x,ALH,,,,ALH,Haasa,existing_owner,existing,source_explicit,state_or_polity,gulf_arabic,shiite,,48.18007,25.01286,0.997778,,Existing top-level owner in the imported province history.,,
2348,Chios,2348 - Chios.txt,x,GEN,,,,GEN,Genoa,existing_owner,existing,source_explicit,state_or_polity,greek,orthodox,,25.60843,38.59184,0.938272,,Existing top-level owner in the imported province history.,,
2349,Kizil-Su,2349 - Kizil-Su.txt,x,TRS,,TRS,1409.5.13,TRS,Transoxiana,applied_documented_assignment,applied,source_explicit,state_or_polity,turkmeni,sunni,,53.51421,40.07932,0.984384,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2350,Konjikala,2350 - Konjikala.txt,x,TRS,,TRS,1409.5.13,TRS,Transoxiana,applied_documented_assignment,applied,source_explicit,state_or_polity,turkmeni,sunni,,58.91460,38.80027,1.000000,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2351,Shekty,2351 - Shekty.txt,x,NOG,,,,NOG,Nogai,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,59.04166,48.99623,0.573554,,Existing top-level owner in the imported province history.,,
2352,Alty-Kuduk,2352 - Alty-Kuduk.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,61.55802,47.60263,0.589582,,Existing top-level owner in the imported province history.,,
2353,Tortkara,2353 - Tortkara.txt,x,NOG,,,,NOG,Nogai,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,61.19951,50.47674,0.012235,,Existing top-level owner in the imported province history.,,
2354,Shegendyk,2354 - Shegendyk.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,71.96050,52.59097,0.207787,,Existing top-level owner in the imported province history.,,
2355,Narym,2355 - Narym.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,79.82368,49.59485,0.985737,,Existing top-level owner in the imported province history.,,
2356,Shymkent,2356 - Shymkent.txt,x,TRS,,TRS,1409.5.13,TRS,Transoxiana,applied_documented_assignment,applied,source_explicit,state_or_polity,uzbehk,sunni,,68.43917,42.75947,1.000000,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2357,Aksary,2357 - Aksary.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,67.77763,53.50512,0.000000,,Existing top-level owner in the imported province history.,,
2358,Altyn,2358 - Altyn.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,63.88481,48.71439,0.574474,,Existing top-level owner in the imported province history.,,
2359,Baganaly,2359 - Baganaly.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,66.16947,50.83558,0.074500,,Existing top-level owner in the imported province history.,,
2360,Tobykty,2360 - Tobykty.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,75.88294,48.51762,0.989496,,Existing top-level owner in the imported province history.,,
2361,Dzhaman-Kuduk,2361 - Dzhaman-Kuduk.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,68.87545,47.06703,0.676935,,Existing top-level owner in the imported province history.,,
2362,Gurganj,2362 - Gurganj.txt,x,TRS,,TRS,1409.5.13,TRS,Transoxiana,applied_documented_assignment,applied,source_explicit,state_or_polity,turkmeni,sunni,,57.68655,42.44188,1.000000,,Promoted from the imported 1409.5.13 owner event for the 1444-11-11 scenario.,Codex data migration,2026-07-10
2363,Atakent,2363 - Atakent.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,65.64708,41.85550,1.000000,,Existing top-level owner in the imported province history.,,
2364,Talas,2364 - Talas.txt,x,CHG,,,,CHG,Chagatai Khanate,existing_owner,existing,source_explicit,state_or_polity,kirgiz,sunni,,71.58474,42.38986,1.000000,,Existing top-level owner in the imported province history.,,
2365,Orda,2365 - Orda.txt,x,NOG,,,,NOG,Nogai,existing_owner,existing,source_explicit,state_or_polity,nogaybak,sunni,,47.17107,49.68651,0.921423,,Existing top-level owner in the imported province history.,,
2366,Utva,2366 - Utva.txt,x,NOG,,,,NOG,Nogai,existing_owner,existing,source_explicit,state_or_polity,nogaybak,sunni,,53.22427,51.05718,0.080250,,Existing top-level owner in the imported province history.,,
2367,Lower Yik,2367 - Lower Yik.txt,x,NOG,,,,NOG,Nogai,existing_owner,existing,source_explicit,state_or_polity,nogaybak,sunni,,49.60756,49.67578,0.797737,,Existing top-level owner in the imported province history.,,
2368,Karamegdan,2368 - Karamegdan.txt,x,CHG,,,,CHG,Chagatai Khanate,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,74.89416,46.15083,0.977633,,Existing top-level owner in the imported province history.,,
2369,Lower Ishim,2369 - Lower Ishim.txt,x,SHY,,,,SHY,Shaybanid,existing_owner,existing,source_explicit,state_or_polity,khazak,sunni,,65.73466,54.26770,0.000000,,Existing top-level owner in the imported province history.,,
2370,Kungirot,2370 - Kungirot.txt,x,NOG,,,,NOG,Nogai,existing_owner,existing,source_explicit,state_or_polity,nogaybak,sunni,,57.08205,44.04249,0.969590,,Existing top-level owner in the imported province history.,,
2371,Song La,2371 - Song La.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,lao,animism,,102.50866,20.81993,1.000000,,Existing top-level owner in the imported province history.,,
2372,Hai Phong,2372 - Hai Phong.txt,x,DAI,,DAI,1427.1.1,DAI,Dai Viet,existing_owner,existing,source_explicit,state_or_polity,vietnamese,mahayana,,105.39818,19.66457,0.988439,,Existing top-level owner in the imported province history.,,
2373,Hue,2373 - Hue.txt,x,DAI,,DAI,1427.1.1,DAI,Dai Viet,existing_owner,existing,source_explicit,state_or_polity,vietnamese,mahayana,,105.97227,15.41783,0.981413,,Existing top-level owner in the imported province history.,,
2374,Kauthara,2374 - Kauthara.txt,x,CHA,,,,CHA,Champa,existing_owner,existing,source_explicit,state_or_polity,cham,hinduism,,108.04697,10.43251,0.981900,,Existing top-level owner in the imported province history.,,
2375,Rhade,2375 - Tay Nguyen.txt,x,KOH,,,,KOH,Koho,existing_owner,existing,source_explicit,state_or_polity,cham,animism,,107.03045,9.86247,1.000000,,Existing top-level owner in the imported province history.,,
2376,Prek Russey,2376 - Prek Russey.txt,x,KHM,,,,KHM,Khmer,existing_owner,existing,source_explicit,state_or_polity,khmer,hinduism,,104.94168,7.79854,0.995037,,Existing top-level owner in the imported province history.,,
2377,Teuk Khmao,2377 - Teuk Khmao.txt,x,KHM,,,,KHM,Khmer,existing_owner,existing,source_explicit,state_or_polity,khmer,hinduism,,104.35963,6.87589,1.000000,,Existing top-level owner in the imported province history.,,
2378,Kratie,2378 - Kratie.txt,x,KHM,,,,KHM,Khmer,existing_owner,existing,source_explicit,state_or_polity,khmer,animism,,105.87179,10.50207,1.000000,,Existing top-level owner in the imported province history.,,
2379,Battambang,2379 - Battambang.txt,x,KHM,,,,KHM,Khmer,existing_owner,existing,source_explicit,state_or_polity,khmer,buddhism,,102.17630,11.28961,1.000000,,Existing top-level owner in the imported province history.,,
2380,Phnom Penh,2380 - Phnom Penh.txt,x,KHM,,,,KHM,Khmer,existing_owner,existing,source_explicit,state_or_polity,khmer,buddhism,,104.66711,9.31214,1.000000,,Existing top-level owner in the imported province history.,,
2381,Luang Namtha,2381 - Luang Namtha.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,lao,animism,,100.70452,20.19199,1.000000,,Existing top-level owner in the imported province history.,,
2382,Savanh Nakhone,2382 - Savanh Nakhone.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,lao,animism,,104.62568,15.23217,1.000000,,Existing top-level owner in the imported province history.,,
2383,Khukhanor Surin,2383 - Khukhanor Surin.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,khmer,buddhism,,102.89770,13.35187,1.000000,,Existing top-level owner in the imported province history.,,
2384,Nong Khai,2384 - Nong Khai.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,lao,buddhism,,102.90388,15.98521,1.000000,,Existing top-level owner in the imported province history.,,
2385,Nongbua Lamphu,2385 - Nongbua Lamphu.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,lao,buddhism,,101.24611,16.03241,1.000000,,Existing top-level owner in the imported province history.,,
2386,Chaiyaphum,2386 - Chaiyaphum.txt,x,LXA,,,,LXA,LanXang,existing_owner,existing,source_explicit,state_or_polity,khmer,buddhism,,101.27178,14.86173,1.000000,,Existing top-level owner in the imported province history.,,
2387,Phetchaburi,2387 - Phetchaburi.txt,x,AYU,,,,AYU,Ayutthaya,existing_owner,existing,source_explicit,state_or_polity,central_thai,buddhism,,98.74890,10.30866,0.996622,,Existing top-level owner in the imported province history.,,
2388,Phitsanulok,2388 - Phitsanulok.txt,x,SUK,,,,SUK,Sukhothai,existing_owner,existing,source_explicit,state_or_polity,central_thai,buddhism,,99.65703,15.71786,1.000000,,Existing top-level owner in the imported province history.,,
2389,Phra Bang,2389 - Phra Bang.txt,x,SUK,,,,SUK,Sukhothai,existing_owner,existing,source_explicit,state_or_polity,central_thai,buddhism,,98.51661,14.49588,1.000000,,Existing top-level owner in the imported province history.,,
2390,Chaiya,2390 -  Chaiya.txt,x,LIG,,,,LIG,Ligor,existing_owner,existing,source_explicit,state_or_polity,central_thai,buddhism,,98.15517,6.89738,0.985948,,Existing top-level owner in the imported province history.,,
2391,Thalang,2391 -  Thalang.txt,x,LIG,,,,LIG,Ligor,existing_owner,existing,source_explicit,state_or_polity,malayan,sunni,,98.20706,5.09664,0.997199,,Existing top-level owner in the imported province history.,,
2392,Selangor,2392 - Selangor.txt,x,MLC,,,,MLC,Malacca,existing_owner,existing,source_explicit,state_or_polity,malayan,sunni,,100.80892,-0.53065,1.000000,,Existing top-level owner in the imported province history.,,
2393,Terengganu,2393 - Terengganu.txt,x,KEL,,,,KEL,Kelantan,existing_owner,existing,source_explicit,state_or_polity,malayan,sunni,,102.15576,1.39416,1.000000,,Existing top-level owner in the imported province history.,,
2394,Kedah,2394 - Kedah.txt,x,KED,,,,KED,Kedah,existing_owner,existing,source_explicit,state_or_polity,malayan,sunni,,99.73607,2.94856,1.000000,,Existing top-level owner in the imported province history.,,
2395,Hkamti Long,2395 - Hkamti Long.txt,x,MKA,,,,MKA,Mong Kawng,existing_owner,existing,source_explicit,state_or_polity,kachin,animism,,97.03912,27.14726,1.000000,,Existing top-level owner in the imported province history.,,
2396,Mong Kawng,2396 - Mong Kawng.txt,x,MKA,,,,MKA,Mong Kawng,existing_owner,existing,source_explicit,state_or_polity,kachin,buddhism,,96.49200,25.52569,1.000000,,Existing top-level owner in the imported province history.,,
2397,Tamanthi,2397 - Tamanthi.txt,x,MYA,,,,MYA,MongYang,existing_owner,existing,source_explicit,state_or_polity,shan,animism,,94.63415,24.68719,1.000000,,Existing top-level owner in the imported province history.,,
