province_id,province_name,longitude,latitude,biome_id,biome_name,red,green,blue,assignment_method,source_url
2383,Khukhanor Surin,102.89770,13.35189,13,Tropical & Subtropical Dry Broadleaf Forests,126,143,76,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2384,Nong Khai,102.90388,15.98518,13,Tropical & Subtropical Dry Broadleaf Forests,126,143,76,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2385,Nongbua Lamphu,101.24611,16.03243,13,Tropical & Subtropical Dry Broadleaf Forests,126,143,76,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2386,Chaiyaphum,101.27178,14.86171,13,Tropical & Subtropical Dry Broadleaf Forests,126,143,76,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2387,Phetchaburi,98.74890,10.30866,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2388,Phitsanulok,99.65703,15.71782,13,Tropical & Subtropical Dry Broadleaf Forests,126,143,76,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2389,Phra Bang,98.51661,14.49587,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2390,Chaiya,98.15517,6.89737,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
2391,Thalang,98.20706,5.09665,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
2392,Selangor,100.80892,-0.53066,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2393,Terengganu,102.15576,1.39419,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
2394,Kedah,99.73607,2.94854,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2395,Hkamti Long,97.03912,27.14727,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2396,Mong Kawng,96.49200,25.52568,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2397,Tamanthi,94.63415,24.68721,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2398,Thaungdut,93.90250,23.43385,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2399,Pagan,93.92507,20.59230,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2400,Hsipaw,96.15926,21.82853,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2401,Yawnghwe,96.58345,18.53582,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2402,Sandoway,93.55205,17.62624,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
2403,Martaban,97.26876,14.36917,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
2404,Mergui,98.07814,9.56075,15,Tropical & Subtropical Moist Broadleaf Forests,42,107,61,latitude_fallback,
2405,Bendery,28.10121,47.58452,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2406,Ingil,31.77047,48.01730,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2407,Pereyaslav,30.79300,50.91443,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2408,Lipetsk,37.28969,52.53422,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2409,Bahmut,39.06232,49.76682,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2410,Theodoro,33.29653,45.49455,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2411,Mansur,35.81536,49.13058,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2412,Kyzyl-Yar,36.10020,48.04141,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2413,Tyn,38.65993,48.60299,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2414,Azaraba,39.93101,47.20986,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2415,Etkara,42.41682,52.35469,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2416,Majar,41.76954,46.06315,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2417,Kuma,44.30624,46.47996,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2418,Ukek,46.27906,51.18673,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2419,Kanadey,46.40204,53.09832,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2420,Agyidel,55.72368,52.55536,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2421,Juketau,50.45554,54.83682,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2422,Veda-Suvar,45.91437,55.89253,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2423,Alatyr,44.09944,54.72439,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2424,Peremyshl,22.49024,50.13854,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2425,Naryan-Mar,53.10260,65.03824,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2426,Yamal,68.18553,67.47293,16,Tundra,132,139,112,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2427,Ostyaki,63.69355,59.43614,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2428,Yugan,73.70316,58.51689,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2429,Agan,77.76076,60.18577,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2430,Baykha,86.13283,64.57155,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2431,Uchamin,95.77924,62.96752,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2432,Chulym,92.99153,58.24411,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2433,Vah,79.46961,57.09865,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2434,Barnaul,80.49948,52.74380,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2435,Nukhtui,118.16287,58.87789,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2436,Chuna,104.25831,63.30451,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2437,Seganka,113.27019,63.10623,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2438,Kharya,129.56098,62.46555,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2439,Yarmanka,146.76494,66.14507,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2440,Kagyrgyn,171.27972,64.66551,16,Tundra,132,139,112,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2441,Iglino,60.98088,54.43703,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2442,Ust-Kut,103.60360,56.92059,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2443,Kan,94.09699,56.29957,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2444,Bashgird,57.39112,54.95865,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2445,Mangazea,77.38500,65.29562,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2446,Chara,117.55772,55.02838,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2447,Mantrega,36.82039,45.76730,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
2448,Fezzan,12.71832,27.12344,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2449,Jufra,14.39504,29.87747,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2450,Ghadames,9.01309,31.48218,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2451,Thubaqt,14.12243,32.05247,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2452,Zuwarah,11.03257,32.69266,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2453,Sfax,9.02717,34.48262,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2454,Kairouan,8.17765,35.89018,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2455,Bizerte,8.60651,37.45488,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
2456,Touggourt,5.58331,33.62825,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2457,Mzab,4.00334,32.70278,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2458,Hodna,4.24774,35.87671,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2459,Titteri,2.50719,35.67727,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2460,Saoura,-4.19509,30.96425,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2461,Dahra,0.31747,36.61184,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
2462,Ouarsenis,0.34933,35.64283,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2463,Kasdir,-0.40992,34.25738,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2464,Ouarzazate,-7.18450,30.73832,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2465,Oujda,-3.11123,34.84499,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2466,Draa,-7.14568,29.70704,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2467,Meknes,-5.88189,33.85505,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2468,Tadla,-7.23033,33.02708,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2469,Dukkala,-9.01775,33.00843,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
2470,Haha,-9.81599,31.27605,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2471,Chott el-Jerid,7.56031,34.50326,0,Water,0,0,0,terrain_water_class,
2472,Ouargla,6.31786,31.69153,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2473,Souss,9.89397,35.89211,6,"Mediterranean Forests, Woodlands & Scrub",119,132,72,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2474,Tajarhi,12.98650,24.29355,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2475,Djado,12.28491,20.42494,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2476,Kumeyaay,-117.01308,45.45398,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2477,Yuki,-123.93244,52.63029,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2478,Tachi,-119.37961,47.76458,2,Deserts & Xeric Shrublands,194,157,96,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2479,Maidu,-121.38516,50.83069,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2480,Shasta,-122.36967,52.62042,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2481,Klamath,-123.60035,53.97522,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2482,Kalapuya,-122.55235,55.27400,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2483,Umatilla,-119.53460,55.99131,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2484,Quileute,-124.10471,57.81641,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2485,Chehalis,-122.94951,57.23058,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2486,Yakima,-120.99200,57.31811,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2487,Spokane,-118.49884,58.19241,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2488,Palus,-118.40501,57.00643,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2489,Bohogue,-115.42835,54.62328,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2490,Goshute,-111.69279,53.13582,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2491,Hualapai,-113.67506,47.61751,10,Temperate Conifer Forests,61,103,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2492,Chiricahua,-109.04242,45.18305,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2493,Hopi,-111.05070,47.48098,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2494,Zuni,-109.23855,47.07912,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2495,Acoma,-108.04677,46.63905,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2496,Jicarilla,-104.58398,48.00006,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2497,Lipiyanes,-103.25139,45.05834,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2498,Jumao,-104.07645,42.84840,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2499,Coahuilteco,-98.87666,40.24470,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2500,Querecho,-101.12769,45.05620,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2501,Piegan,-111.26704,58.14607,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2502,Haaninin,-107.42842,58.48189,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2503,Ashshipite,-105.11225,57.05793,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2504,Eelalapito,-108.18250,55.52948,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2505,Tsitsistas,-104.69304,55.19842,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2506,Kuccuntikka,-108.56926,54.07195,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2507,Baachinena,-103.59340,52.09053,11,"Temperate Grasslands, Savannas & Shrublands",139,148,78,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2508,Skiri,-100.18337,53.04302,9,Temperate Broadleaf & Mixed Forests,81,119,70,latitude_fallback,
2509,Utsehta,-94.27774,49.80185,9,Temperate Broadleaf & Mixed Forests,81,119,70,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2510,Mandan,-102.03134,57.96040,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2511,Itscheabine,-100.36976,58.32356,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2512,Wahpekute,-94.37229,55.31076,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
2513,Moingwena,-93.04622,52.38786,1,Boreal Forests/Taiga,57,88,64,wwf_biome_centroid,https://services.arcgis.com/BG6nSlhZSAWtExvp/arcgis/rest/services/GlobalBiomes/FeatureServer/0
